home_ars5,dest_ars5,n_model,model_km_median,model_km_p10,model_km_p90,centroid_km,class_model_median,class_centroid,same_class,ba_flow
03101,08212,17,516.7738687232559,516.736980789092,516.8088419897068,510.14326665843106,gt200,gt200,True,30.0
03101,08222,28,449.0668443057325,439.66278442545615,449.2180073172109,441.85801417369123,gt200,gt200,True,50.0
03101,08226,21,456.06055253594093,427.06146181324044,465.8237951610291,449.9504930345645,gt200,gt200,True,30.0
03101,08421,17,573.9875938751535,573.9288491671283,574.2113260367576,564.0383503318965,gt200,gt200,True,20.0
03101,09161,36,525.2709659783815,525.0990723118739,525.3224467390095,515.2465625166527,gt200,gt200,True,50.0
03101,09162,258,611.9681669548974,611.7961198765244,612.1722264951717,603.4822992589721,gt200,gt200,True,360.0
03101,09176,25,494.2514132129611,475.5798108065977,515.4902952358956,494.4658485749157,gt200,gt200,True,40.0
03101,09184,106,624.8230704071271,598.6675556839605,634.7553794862329,616.0187430089177,gt200,gt200,True,160.0
03101,09274,34,562.8963585049338,550.78798279687,583.710979797376,559.2921414411506,gt200,gt200,True,60.0
03101,09564,38,422.8633969517514,422.82865939608394,422.9099551073666,413.6726877751495,gt200,gt200,True,60.0
03101,09671,18,358.7601314413442,351.4835088365776,362.61465766559263,348.01753000829115,gt200,gt200,True,40.0
03101,11000,584,250.96016058191566,250.10593210207608,254.6213708252323,256.8163021287807,gt200,gt200,True,870.0
03101,12054,18,224.42392196926227,221.90584449302798,226.37174372967374,222.9334149360333,gt200,gt200,True,30.0
03101,12067,25,312.4507289062992,285.24011520835603,368.20781508790475,328.1459032872627,gt200,gt200,True,30.0
03101,12069,19,228.77047783417166,205.56302656533987,244.86327112527007,192.20225386153516,gt200,100_200,False,30.0
03101,14511,5,303.573483280336,301.7647966883632,304.1422595064583,300.44800349139183,gt200,gt200,True,10.0
03101,14612,26,338.62696927679895,338.4410784192323,338.7861691026033,341.3472749846596,gt200,gt200,True,40.0
03101,14713,43,217.05059114408522,216.91059665928086,217.1723514219469,213.86638477736147,gt200,gt200,True,70.0
03101,15002,10,172.54626247717815,171.7150127725528,173.3604330783063,173.05997714293275,100_200,100_200,True,20.0
03101,15003,151,101.62029307367584,101.11396857732822,102.72238576306806,101.90875102224459,100_200,100_200,True,190.0
03101,15081,19,80.516994773757,75.14015479570234,99.30070399425489,85.31084118121208,50_100,50_100,True,30.0
03101,15083,100,76.23762849264907,57.19887743010594,99.32808484040825,73.5311024623316,50_100,50_100,True,120.0
03101,15085,136,75.7784868638326,56.7553298563151,103.75844891184632,76.25978436880847,50_100,50_100,True,180.0
03101,15089,27,117.70747096718638,95.93708462109808,130.74284241405672,117.01165431694882,100_200,100_200,True,30.0
03101,15090,7,126.56769367922413,115.97110435170543,140.29683903515792,131.1623705178467,100_200,100_200,True,10.0
